,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
781,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
782,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,
783,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
785,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
786,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
787,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
788,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(3), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(2), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(1), -1)","(array([2, 7]), np.int64(0), -1)","(array([1, 7]), np.int64(3), -1)","(array([1, 6]), np.int64(3), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(1), -1)","(array([ 0, 10]), np.int64(3), -1)","(array([0, 9]), np.int64(2), -1)"
789,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,
791,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,
792,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(0), -1)","(array([0, 8]), np.int64(3), -1)","(array([0, 7]), np.int64(3), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(2), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(3), -1)","(array([2, 6]), np.int64(1), -1)","(array([2, 7]), np.int64(1), -1)","(array([2, 8]), np.int64(3), -1)","(array([2, 7]), np.int64(0), -1)","(array([1, 7]), np.int64(1), -1)","(array([1, 8]), np.int64(2), -1)","(array([2, 8]), np.int64(2), -100)",,,
793,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(2), -100)",,,,,,,,,,,,,,,
794,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(2), -100)",,,,,,,,,,,,
795,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,
796,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,
797,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(3), -1)","(array([1, 3]), np.int64(1), -1)"
798,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
800,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,
801,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(3), -1)","(array([0, 6]), np.int64(3), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(2), -100)",,
802,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
803,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
805,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,
807,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
808,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(0), -1)","(array([1, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(1), -1)","(array([1, 8]), np.int64(1), -1)","(array([1, 9]), np.int64(0), -1)","(array([0, 9]), np.int64(0), -1)","(array([0, 9]), np.int64(1), -1)","(array([ 0, 10]), np.int64(0), -1)","(array([ 0, 10]), np.int64(3), -1)","(array([0, 9]), np.int64(3), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(1), -1)","(array([ 0, 10]), np.int64(3), -1)","(array([0, 9]), np.int64(2), -1)","(array([1, 9]), np.int64(2), -1)","(array([2, 9]), np.int64(2), -100)",,,
809,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,
811,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,
812,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(0), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(3), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(2), -1)","(array([1, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(0), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(1), -1)","(array([ 0, 10]), np.int64(2), -1)","(array([ 1, 10]), np.int64(1), -1)","(array([ 1, 11]), np.int64(0), -1)","(array([ 0, 11]), np.int64(0), -1)","(array([ 0, 11]), np.int64(2), -1)","(array([ 1, 11]), np.int64(2), -1)","(array([ 2, 11]), np.int64(2), 0)",,
814,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
815,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,
816,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,
817,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(2), -1)","(array([1, 7]), np.int64(1), -1)","(array([1, 8]), np.int64(1), -1)","(array([1, 9]), np.int64(1), -1)","(array([ 1, 10]), np.int64(0), -1)","(array([ 0, 10]), np.int64(2), -1)","(array([ 1, 10]), np.int64(1), -1)","(array([ 1, 11]), np.int64(0), -1)","(array([ 0, 11]), np.int64(0), -1)","(array([ 0, 11]), np.int64(1), -1)","(array([ 0, 11]), np.int64(0), -1)","(array([ 0, 11]), np.int64(2), -1)","(array([ 1, 11]), np.int64(3), -1)","(array([ 1, 10]), np.int64(1), -1)","(array([ 1, 11]), np.int64(0), -1)","(array([ 0, 11]), np.int64(0), -1)"
819,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(3), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(1), -1)"
820,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
821,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)"
822,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
823,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
824,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
825,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(3), -1)","(array([2, 4]), np.int64(0), -1)","(array([1, 4]), np.int64(0), -1)"
827,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(0), -1)"
